ID,Sales Person,Geo,Product,Date,Amount,Customers,Boxes
1204,Gigi Bohling,New Zealand,Manuka Honey Choco,5/3/2021,$7 ,551,1
1205,Brien Boise,Australia,Drinking Coco,5/4/2021,"$3,213 ",142,111
1206,Oby Sorrel,New Zealand,Raspberry Choco,5/4/2021,"$9,275 ",3,489
1207,Gigi Bohling,New Zealand,Raspberry Choco,5/4/2021,"$4,368 ",87,199
1208,Rafaelita Blaksland,New Zealand,Spicy Special Slims,5/4/2021,"$10,633 ",14,409
1209,Ches Bonnell,India,Raspberry Choco,5/4/2021,"$11,319 ",66,708
1210,Gunar Cockshoot,Canada,Smooth Sliky Salty,5/4/2021,"$8,799 ",126,518
1211,Madelene Upcott,USA,Spicy Special Slims,5/4/2021,"$2,695 ",49,104
1212,Dennison Crosswaite,UK,White Choc,5/4/2021,$245 ,224,25
1213,Mallorie Waber,New Zealand,Baker's Choco Chips,5/4/2021,"$3,647 ",85,406
1214,Dennison Crosswaite,India,Manuka Honey Choco,5/4/2021,"$6,412 ",31,257
1215,Husein Augar,New Zealand,Peanut Butter Cubes,5/4/2021,"$2,905 ",149,112
1216,Dennison Crosswaite,Canada,After Nines,5/4/2021,"$13,650 ",235,427
1217,Kaine Padly,India,Choco Coated Almonds,5/4/2021,$623 ,9,37
1218,Dennison Crosswaite,Canada,70% Dark Bites,5/4/2021,"$5,131 ",196,514
1219,Dennison Crosswaite,New Zealand,Orange Choco,5/4/2021,"$8,722 ",146,970
1220,Jehu Rudeforth,UK,Baker's Choco Chips,5/5/2021,"$1,211 ",53,87
1221,Jan Morforth,Australia,50% Dark Bites,5/5/2021,"$2,002 ",378,126
1222,Gigi Bohling,India,Fruit & Nut Bars,5/5/2021,"$2,100 ",37,175
1223,Dennison Crosswaite,USA,Baker's Choco Chips,5/5/2021,"$2,765 ",147,231
1224,Oby Sorrel,India,Organic Choco Syrup,5/5/2021,"$9,198 ",133,318
1225,Camilla Castle,UK,Almond Choco,5/5/2021,"$5,852 ",18,391
1226,Van Tuxwell,India,Spicy Special Slims,5/5/2021,"$17,892 ",181,746
1227,Karlen McCaffrey,UK,Drinking Coco,5/5/2021,"$5,117 ",44,223
1228,Dotty Strutley,Australia,Almond Choco,5/5/2021,"$3,024 ",153,144
1229,Rafaelita Blaksland,New Zealand,Smooth Sliky Salty,5/5/2021,"$3,479 ",274,174
1230,Husein Augar,USA,85% Dark Bars,5/5/2021,"$1,554 ",167,74
1231,Van Tuxwell,USA,Almond Choco,5/5/2021,"$2,884 ",2,145
1232,Madelene Upcott,Australia,Smooth Sliky Salty,5/5/2021,"$4,774 ",344,299
1233,Karlen McCaffrey,New Zealand,Fruit & Nut Bars,5/5/2021,"$3,556 ",7,238
1234,Gunar Cockshoot,India,50% Dark Bites,5/5/2021,"$7,742 ",66,484
1235,Wilone O'Kielt,USA,Fruit & Nut Bars,5/5/2021,$917 ,32,51
1236,Husein Augar,New Zealand,Eclairs,5/6/2021,"$8,176 ",332,546
1237,Brien Boise,UK,Fruit & Nut Bars,5/6/2021,"$14,357 ",215,1026
1238,Curtice Advani,India,Drinking Coco,5/6/2021,"$4,669 ",55,187
1239,Barr Faughny,USA,Manuka Honey Choco,5/6/2021,"$13,608 ",39,504
1240,Curtice Advani,USA,Eclairs,5/6/2021,"$2,933 ",273,140
1241,Kelci Walkden,USA,Almond Choco,5/6/2021,"$7,056 ",146,471
1242,Van Tuxwell,Australia,Almond Choco,5/6/2021,"$10,024 ",32,627
1243,Gunar Cockshoot,India,After Nines,5/6/2021,"$4,438 ",212,154
1244,Andria Kimpton,UK,50% Dark Bites,5/7/2021,"$14,413 ",94,1602
1245,Beverie Moffet,New Zealand,Drinking Coco,5/7/2021,"$4,305 ",226,160
1246,Dotty Strutley,New Zealand,50% Dark Bites,5/7/2021,"$1,729 ",108,133
1247,Andria Kimpton,UK,99% Dark & Pure,5/7/2021,$91 ,177,5
1248,Gigi Bohling,Canada,Fruit & Nut Bars,5/7/2021,$637 ,37,49
1249,Mallorie Waber,USA,White Choc,5/7/2021,"$10,178 ",205,727
1250,Karlen McCaffrey,Australia,Orange Choco,5/7/2021,"$1,358 ",90,170
1251,Ches Bonnell,UK,Milk Bars,5/7/2021,"$3,423 ",92,111
1252,Beverie Moffet,Australia,Mint Chip Choco,5/7/2021,"$4,291 ",469,253
1253,Gigi Bohling,Canada,Raspberry Choco,5/7/2021,"$4,970 ",295,332
1254,Camilla Castle,Canada,After Nines,5/7/2021,"$6,874 ",438,265
1255,Mallorie Waber,Australia,Drinking Coco,5/7/2021,"$4,550 ",65,198
1256,Beverie Moffet,New Zealand,Smooth Sliky Salty,5/7/2021,"$1,652 ",61,92
1257,Roddy Speechley,New Zealand,White Choc,5/7/2021,"$1,946 ",190,163
1258,Jehu Rudeforth,UK,Almond Choco,5/7/2021,"$8,407 ",73,526
1259,Barr Faughny,UK,85% Dark Bars,5/7/2021,"$2,422 ",208,143
1260,Camilla Castle,USA,Milk Bars,5/7/2021,"$4,788 ",62,178
1261,Dennison Crosswaite,Australia,Mint Chip Choco,5/7/2021,$294 ,354,17
1262,Karlen McCaffrey,UK,Eclairs,5/10/2021,"$5,453 ",172,390
1263,Kelci Walkden,Canada,Peanut Butter Cubes,5/10/2021,"$7,378 ",121,352
1264,Jan Morforth,Australia,White Choc,5/10/2021,"$10,710 ",56,670
1265,Kelci Walkden,Canada,Almond Choco,5/10/2021,"$2,807 ",172,156
1266,Camilla Castle,USA,Orange Choco,5/10/2021,"$9,044 ",64,754
1267,Camilla Castle,UK,Milk Bars,5/10/2021,"$5,446 ",34,195
1268,Mallorie Waber,Canada,Mint Chip Choco,5/10/2021,"$16,065 ",98,1236
1269,Husein Augar,Canada,Almond Choco,5/10/2021,"$3,682 ",288,168
1270,Mallorie Waber,UK,Eclairs,5/10/2021,"$2,548 ",25,142
1271,Andria Kimpton,New Zealand,Caramel Stuffed Bars,5/10/2021,"$3,052 ",179,114
1272,Dennison Crosswaite,India,Baker's Choco Chips,5/10/2021,$623 ,8,52
1273,Van Tuxwell,New Zealand,70% Dark Bites,5/10/2021,"$3,738 ",37,468
1274,Camilla Castle,Australia,Caramel Stuffed Bars,5/11/2021,"$1,750 ",49,65
1275,Mallorie Waber,Canada,Fruit & Nut Bars,5/11/2021,"$4,053 ",57,226
1276,Camilla Castle,Australia,Manuka Honey Choco,5/11/2021,"$2,702 ",12,82
1277,Ches Bonnell,UK,White Choc,5/11/2021,"$7,987 ",85,888
1278,Karlen McCaffrey,New Zealand,Drinking Coco,5/11/2021,"$1,148 ",4,48
1279,Husein Augar,USA,Milk Bars,5/12/2021,"$4,186 ",143,140
1280,Van Tuxwell,UK,Eclairs,5/12/2021,"$5,229 ",26,276
1281,Van Tuxwell,India,Manuka Honey Choco,5/12/2021,"$6,146 ",395,212
1282,Beverie Moffet,India,85% Dark Bars,5/12/2021,"$11,102 ",251,505
1283,Rafaelita Blaksland,New Zealand,Almond Choco,5/12/2021,"$15,603 ",135,1041
1284,Rafaelita Blaksland,New Zealand,Eclairs,5/12/2021,"$2,758 ",177,138
1285,Kelci Walkden,Australia,White Choc,5/12/2021,"$7,420 ",234,619
1286,Curtice Advani,UK,99% Dark & Pure,5/12/2021,"$2,345 ",118,107
1287,Curtice Advani,India,70% Dark Bites,5/12/2021,"$12,362 ",201,1546
1288,Gigi Bohling,Canada,Smooth Sliky Salty,5/12/2021,$420 ,203,33
1289,Gunar Cockshoot,India,Peanut Butter Cubes,5/13/2021,"$6,440 ",458,293
1290,Wilone O'Kielt,Australia,White Choc,5/13/2021,"$11,613 ",32,726
1291,Marney O'Breen,New Zealand,Peanut Butter Cubes,5/13/2021,"$14,910 ",260,785
1292,Kelci Walkden,Australia,Raspberry Choco,5/13/2021,$455 ,180,23
1293,Dotty Strutley,Canada,Baker's Choco Chips,5/13/2021,$784 ,287,56
1294,Beverie Moffet,Canada,White Choc,5/14/2021,"$2,597 ",81,200
1295,Van Tuxwell,New Zealand,After Nines,5/14/2021,"$4,543 ",323,157
1296,Beverie Moffet,USA,Orange Choco,5/14/2021,"$4,452 ",42,636
1297,Mallorie Waber,Australia,Raspberry Choco,5/14/2021,"$5,544 ",392,370
1298,Kelci Walkden,UK,Orange Choco,5/14/2021,"$5,215 ",206,580
1299,Camilla Castle,New Zealand,Fruit & Nut Bars,5/14/2021,"$3,052 ",123,306
1300,Husein Augar,Australia,Drinking Coco,5/14/2021,"$19,579 ",327,676
1301,Dotty Strutley,Canada,Peanut Butter Cubes,5/14/2021,$217 ,139,10
1302,Van Tuxwell,Australia,Orange Choco,5/14/2021,"$3,080 ",216,237
1303,Beverie Moffet,USA,White Choc,5/14/2021,"$3,934 ",114,303
1304,Marney O'Breen,UK,Organic Choco Syrup,5/14/2021,"$2,506 ",48,97
1305,Curtice Advani,USA,Mint Chip Choco,5/14/2021,"$5,782 ",231,413
1306,Barr Faughny,Australia,Orange Choco,5/14/2021,"$9,016 ",169,752
1307,Van Tuxwell,India,Eclairs,5/14/2021,"$1,638 ",238,82
1308,Brien Boise,India,Caramel Stuffed Bars,5/14/2021,"$5,950 ",130,213
1309,Kaine Padly,India,Orange Choco,5/14/2021,"$3,948 ",263,439
1310,Madelene Upcott,India,Organic Choco Syrup,5/17/2021,"$5,278 ",44,182
1311,Beverie Moffet,Australia,Peanut Butter Cubes,5/17/2021,"$5,026 ",33,240
1312,Oby Sorrel,Australia,Peanut Butter Cubes,5/17/2021,"$5,208 ",249,248
1313,Karlen McCaffrey,New Zealand,Smooth Sliky Salty,5/17/2021,"$5,593 ",9,431
1314,Madelene Upcott,India,99% Dark & Pure,5/17/2021,"$3,689 ",150,168
1315,Barr Faughny,USA,Raspberry Choco,5/17/2021,"$9,170 ",64,437
1316,Camilla Castle,Canada,Raspberry Choco,5/17/2021,"$3,094 ",195,172
1317,Curtice Advani,Australia,Organic Choco Syrup,5/17/2021,"$7,777 ",77,289
1318,Gunar Cockshoot,USA,85% Dark Bars,5/17/2021,"$11,109 ",133,505
1319,Van Tuxwell,New Zealand,50% Dark Bites,5/17/2021,"$4,158 ",58,297
1320,Dennison Crosswaite,New Zealand,Organic Choco Syrup,5/17/2021,"$9,863 ",92,395
1321,Jehu Rudeforth,Canada,Orange Choco,5/17/2021,"$3,101 ",249,259
1322,Jehu Rudeforth,USA,Smooth Sliky Salty,5/17/2021,"$3,864 ",36,298
1323,Gunar Cockshoot,Canada,After Nines,5/17/2021,"$8,428 ",162,291
1324,Brien Boise,UK,Baker's Choco Chips,5/17/2021,"$14,574 ",248,1122
1325,Andria Kimpton,India,Raspberry Choco,5/17/2021,"$7,315 ",127,431
1326,Jan Morforth,UK,Organic Choco Syrup,5/18/2021,"$7,805 ",74,279
1327,Camilla Castle,Canada,Fruit & Nut Bars,5/18/2021,"$2,324 ",230,146
1328,Husein Augar,UK,Peanut Butter Cubes,5/18/2021,"$2,499 ",24,132
1329,Mallorie Waber,Australia,White Choc,5/18/2021,"$5,285 ",24,441
1330,Curtice Advani,USA,Baker's Choco Chips,5/18/2021,"$1,925 ",92,129
1331,Kelci Walkden,UK,70% Dark Bites,5/18/2021,"$13,286 ",166,886
1332,Gigi Bohling,Canada,85% Dark Bars,5/18/2021,"$1,659 ",89,104
1333,Roddy Speechley,USA,Choco Coated Almonds,5/18/2021,$168 ,166,11
1334,Oby Sorrel,New Zealand,After Nines,5/18/2021,"$6,020 ",11,215
1335,Barr Faughny,India,Fruit & Nut Bars,5/18/2021,"$2,219 ",150,222
1336,Mallorie Waber,USA,Milk Bars,5/18/2021,"$12,740 ",68,411
1337,Barr Faughny,Canada,Organic Choco Syrup,5/18/2021,"$11,018 ",69,441
1338,Gunar Cockshoot,Australia,70% Dark Bites,5/18/2021,"$5,040 ",144,336
1339,Dennison Crosswaite,India,Almond Choco,5/19/2021,"$10,220 ",71,445
1340,Brien Boise,Canada,Almond Choco,5/19/2021,"$8,995 ",238,450
1341,Marney O'Breen,UK,Spicy Special Slims,5/19/2021,"$3,738 ",12,187
1342,Beverie Moffet,New Zealand,Caramel Stuffed Bars,5/19/2021,"$7,749 ",186,259
1343,Ches Bonnell,Australia,Organic Choco Syrup,5/19/2021,$868 ,351,33
1344,Ches Bonnell,UK,Manuka Honey Choco,5/19/2021,"$2,338 ",183,74
1345,Kaine Padly,Australia,Fruit & Nut Bars,5/19/2021,"$12,754 ",151,751
1346,Gigi Bohling,USA,After Nines,5/19/2021,"$15,148 ",5,489
1347,Oby Sorrel,Canada,85% Dark Bars,5/19/2021,"$1,666 ",12,98
1348,Ches Bonnell,Canada,Baker's Choco Chips,5/19/2021,$595 ,43,55
1349,Karlen McCaffrey,Australia,Manuka Honey Choco,5/19/2021,"$10,486 ",175,328
1350,Marney O'Breen,Canada,White Choc,5/19/2021,"$6,860 ",132,490
1351,Dotty Strutley,UK,70% Dark Bites,5/19/2021,"$9,639 ",130,964
1352,Curtice Advani,Canada,Organic Choco Syrup,5/19/2021,"$4,557 ",9,176
1353,Rafaelita Blaksland,India,Smooth Sliky Salty,5/19/2021,"$9,786 ",251,576
1354,Beverie Moffet,India,50% Dark Bites,5/19/2021,"$3,948 ",137,359
1355,Jan Morforth,UK,White Choc,5/19/2021,"$4,893 ",253,377
1356,Camilla Castle,New Zealand,99% Dark & Pure,5/20/2021,"$7,441 ",74,414
1357,Oby Sorrel,Australia,White Choc,5/20/2021,"$9,079 ",167,535
1358,Curtice Advani,Australia,After Nines,5/21/2021,"$3,962 ",198,133
1359,Dotty Strutley,India,99% Dark & Pure,5/21/2021,"$6,111 ",57,382
1360,Barr Faughny,USA,Drinking Coco,5/21/2021,"$1,414 ",122,49
1361,Dennison Crosswaite,Canada,Fruit & Nut Bars,5/21/2021,$812 ,20,51
1362,Camilla Castle,Australia,99% Dark & Pure,5/21/2021,"$7,084 ",4,394
1363,Van Tuxwell,Australia,Manuka Honey Choco,5/21/2021,"$18,942 ",357,702
1364,Curtice Advani,New Zealand,Mint Chip Choco,5/21/2021,"$7,154 ",124,421
1365,Van Tuxwell,India,50% Dark Bites,5/21/2021,"$1,225 ",131,103
1366,Kelci Walkden,New Zealand,Baker's Choco Chips,5/21/2021,"$8,211 ",136,747
1367,Ches Bonnell,Australia,Mint Chip Choco,5/21/2021,"$10,465 ",185,524
1368,Gigi Bohling,USA,Fruit & Nut Bars,5/21/2021,"$6,181 ",334,619
1369,Ches Bonnell,USA,50% Dark Bites,5/21/2021,"$2,695 ",232,193
1370,Curtice Advani,India,Orange Choco,5/21/2021,"$17,451 ",135,2909
1371,Andria Kimpton,UK,Eclairs,5/21/2021,"$6,790 ",131,425
1372,Dotty Strutley,Australia,Spicy Special Slims,5/24/2021,"$9,226 ",541,330
1373,Oby Sorrel,USA,White Choc,5/24/2021,"$9,884 ",104,899
1374,Brien Boise,UK,Smooth Sliky Salty,5/24/2021,"$2,821 ",70,202
1375,Gunar Cockshoot,New Zealand,Baker's Choco Chips,5/24/2021,$665 ,243,84
1376,Karlen McCaffrey,USA,70% Dark Bites,5/24/2021,"$8,526 ",209,609
1377,Roddy Speechley,UK,70% Dark Bites,5/24/2021,"$9,436 ",247,787
1378,Mallorie Waber,USA,Spicy Special Slims,5/24/2021,$217 ,81,11
1379,Kaine Padly,New Zealand,50% Dark Bites,5/24/2021,"$4,865 ",46,487
1380,Oby Sorrel,New Zealand,Mint Chip Choco,5/24/2021,"$10,451 ",105,551
1381,Curtice Advani,Canada,Milk Bars,5/24/2021,"$9,093 ",28,304
1382,Mallorie Waber,Australia,50% Dark Bites,5/24/2021,"$1,638 ",282,103
1383,Dennison Crosswaite,Canada,Milk Bars,5/24/2021,"$8,610 ",47,278
1384,Barr Faughny,Canada,Eclairs,5/24/2021,"$1,351 ",58,72
1385,Gigi Bohling,India,Almond Choco,5/24/2021,"$11,102 ",50,505
1386,Marney O'Breen,India,70% Dark Bites,5/24/2021,"$4,711 ",29,429
1387,Curtice Advani,Australia,85% Dark Bars,5/24/2021,$903 ,49,43
1388,Curtice Advani,Canada,Mint Chip Choco,5/24/2021,"$1,295 ",112,81
1389,Roddy Speechley,UK,After Nines,5/24/2021,"$14,574 ",118,561
1390,Karlen McCaffrey,India,Baker's Choco Chips,5/24/2021,"$3,318 ",34,277
1391,Oby Sorrel,Canada,Fruit & Nut Bars,5/24/2021,"$3,262 ",487,297
1392,Dennison Crosswaite,USA,Mint Chip Choco,5/24/2021,"$1,036 ",59,55
1393,Karlen McCaffrey,India,Raspberry Choco,5/24/2021,"$5,285 ",213,378
1394,Wilone O'Kielt,USA,50% Dark Bites,5/24/2021,"$2,667 ",428,267
1395,Roddy Speechley,USA,Peanut Butter Cubes,5/24/2021,"$6,097 ",84,244
1396,Gunar Cockshoot,USA,50% Dark Bites,5/24/2021,"$11,550 ",93,770
1397,Kelci Walkden,USA,Orange Choco,5/24/2021,"$1,589 ",62,159
1398,Curtice Advani,USA,White Choc,5/25/2021,"$4,375 ",11,274
1399,Karlen McCaffrey,Canada,Fruit & Nut Bars,5/25/2021,"$7,966 ",123,725
1400,Brien Boise,India,Almond Choco,5/25/2021,"$10,829 ",86,516
1401,Camilla Castle,USA,50% Dark Bites,5/25/2021,"$22,652 ",46,2060
1402,Karlen McCaffrey,New Zealand,Organic Choco Syrup,5/25/2021,"$5,257 ",95,182
1403,Van Tuxwell,Canada,Raspberry Choco,5/25/2021,"$5,817 ",396,277
1404,Karlen McCaffrey,USA,Smooth Sliky Salty,5/25/2021,$987 ,427,52
1405,Kaine Padly,India,Caramel Stuffed Bars,5/25/2021,"$2,723 ",21,101
1406,Brien Boise,Australia,Smooth Sliky Salty,5/25/2021,"$6,944 ",178,366
1407,Beverie Moffet,USA,Caramel Stuffed Bars,5/25/2021,"$7,896 ",435,329
1408,Andria Kimpton,UK,Peanut Butter Cubes,5/25/2021,"$13,573 ",88,543
1409,Marney O'Breen,USA,After Nines,5/25/2021,"$9,856 ",12,329
1410,Beverie Moffet,UK,Mint Chip Choco,5/25/2021,"$14,938 ",261,879
1411,Barr Faughny,India,Milk Bars,5/25/2021,"$1,358 ",268,60
1412,Andria Kimpton,India,Baker's Choco Chips,5/25/2021,"$3,696 ",118,247
1413,Karlen McCaffrey,India,50% Dark Bites,5/25/2021,"$2,737 ",193,343
1414,Roddy Speechley,UK,Manuka Honey Choco,5/25/2021,"$6,797 ",27,252
1415,Rafaelita Blaksland,Canada,50% Dark Bites,5/25/2021,"$2,527 ",30,158
1416,Jehu Rudeforth,New Zealand,Spicy Special Slims,5/25/2021,$392 ,43,20
1417,Dennison Crosswaite,Canada,Organic Choco Syrup,5/25/2021,$126 ,242,6
1418,Karlen McCaffrey,Canada,Mint Chip Choco,5/25/2021,"$11,522 ",235,721
1419,Beverie Moffet,Canada,Smooth Sliky Salty,5/26/2021,"$8,498 ",182,532
1420,Madelene Upcott,Canada,Peanut Butter Cubes,5/26/2021,"$1,113 ",33,53
1421,Kelci Walkden,India,Spicy Special Slims,5/26/2021,"$5,614 ",223,216
1422,Madelene Upcott,India,Caramel Stuffed Bars,5/26/2021,"$4,410 ",156,153
1423,Kaine Padly,USA,Organic Choco Syrup,5/26/2021,"$9,163 ",151,340
1424,Oby Sorrel,USA,Manuka Honey Choco,5/27/2021,"$2,590 ",202,84
1425,Camilla Castle,USA,85% Dark Bars,5/27/2021,"$3,745 ",127,198
1426,Brien Boise,Australia,Organic Choco Syrup,5/27/2021,"$8,337 ",14,288
1427,Roddy Speechley,Australia,Orange Choco,5/27/2021,"$4,522 ",42,566
1428,Dennison Crosswaite,UK,Drinking Coco,5/27/2021,"$2,625 ",580,120
1429,Gigi Bohling,Canada,Manuka Honey Choco,5/28/2021,$441 ,171,16
1430,Van Tuxwell,Australia,Caramel Stuffed Bars,5/28/2021,"$3,311 ",92,128
1431,Roddy Speechley,Canada,Organic Choco Syrup,5/28/2021,"$6,650 ",22,266
1432,Camilla Castle,India,Baker's Choco Chips,5/28/2021,"$3,871 ",503,352
1433,Rafaelita Blaksland,USA,Baker's Choco Chips,5/28/2021,$637 ,61,49
1434,Kaine Padly,India,Mint Chip Choco,5/28/2021,"$10,696 ",47,823
1435,Camilla Castle,New Zealand,Organic Choco Syrup,5/28/2021,"$8,701 ",12,349
1436,Rafaelita Blaksland,India,Eclairs,5/28/2021,"$2,590 ",120,162
1437,Ches Bonnell,Australia,After Nines,5/28/2021,"$10,850 ",226,402
1438,Ches Bonnell,Canada,Choco Coated Almonds,5/28/2021,"$2,870 ",290,152
1439,Karlen McCaffrey,New Zealand,Peanut Butter Cubes,5/28/2021,"$13,650 ",256,719
1440,Rafaelita Blaksland,New Zealand,After Nines,5/28/2021,"$12,425 ",230,429
1441,Kelci Walkden,India,Milk Bars,5/31/2021,"$2,114 ",80,89
1442,Gigi Bohling,USA,Organic Choco Syrup,5/31/2021,"$3,290 ",16,118
1443,Jan Morforth,USA,Mint Chip Choco,5/31/2021,"$1,463 ",51,77
1444,Wilone O'Kielt,Australia,Spicy Special Slims,5/31/2021,"$9,436 ",64,350
1445,Marney O'Breen,UK,Manuka Honey Choco,5/31/2021,"$8,162 ",69,327
1446,Rafaelita Blaksland,Canada,Caramel Stuffed Bars,5/31/2021,"$9,310 ",351,333
1447,Brien Boise,USA,Raspberry Choco,5/31/2021,"$8,155 ",17,389
1448,Rafaelita Blaksland,Australia,Almond Choco,5/31/2021,"$7,588 ",68,330
1449,Curtice Advani,Canada,Eclairs,5/31/2021,"$4,879 ",50,244
1450,Van Tuxwell,Australia,Raspberry Choco,5/31/2021,$602 ,118,28
1451,Jehu Rudeforth,USA,50% Dark Bites,5/31/2021,"$2,037 ",61,136
1452,Kelci Walkden,UK,Milk Bars,5/31/2021,"$15,400 ",387,497
1453,Rafaelita Blaksland,New Zealand,85% Dark Bars,5/31/2021,"$2,961 ",12,175
1454,Barr Faughny,UK,Organic Choco Syrup,5/31/2021,"$1,225 ",29,41
1455,Barr Faughny,Canada,Mint Chip Choco,5/31/2021,"$6,930 ",254,330
1456,Husein Augar,Canada,After Nines,5/31/2021,"$12,684 ",297,453
1457,Jan Morforth,India,Drinking Coco,5/31/2021,"$8,512 ",549,294
1458,Roddy Speechley,New Zealand,Fruit & Nut Bars,5/31/2021,"$9,646 ",178,877
1459,Husein Augar,New Zealand,70% Dark Bites,5/31/2021,"$5,586 ",76,430
1460,Madelene Upcott,Australia,Almond Choco,5/31/2021,"$3,528 ",267,221
1461,Dennison Crosswaite,New Zealand,White Choc,5/31/2021,"$3,143 ",109,225
1462,Brien Boise,New Zealand,Caramel Stuffed Bars,6/1/2021,"$9,135 ",194,398
1463,Gunar Cockshoot,UK,Baker's Choco Chips,6/1/2021,"$1,218 ",315,153
1464,Gunar Cockshoot,UK,Manuka Honey Choco,6/1/2021,"$4,760 ",138,145
1465,Jan Morforth,New Zealand,Almond Choco,6/1/2021,"$8,582 ",290,477
1466,Beverie Moffet,India,Orange Choco,6/1/2021,"$2,401 ",109,185
1467,Kaine Padly,Canada,Almond Choco,6/1/2021,"$11,886 ",415,566
1468,Gigi Bohling,UK,Raspberry Choco,6/1/2021,"$8,582 ",45,391
1469,Barr Faughny,India,Raspberry Choco,6/1/2021,"$6,825 ",4,402
1470,Curtice Advani,UK,Spicy Special Slims,6/1/2021,"$3,661 ",13,167
1471,Van Tuxwell,Canada,Milk Bars,6/1/2021,"$10,248 ",65,380
1472,Rafaelita Blaksland,USA,Caramel Stuffed Bars,6/1/2021,"$9,996 ",441,385
1473,Ches Bonnell,Australia,Choco Coated Almonds,6/2/2021,"$13,545 ",293,903
1474,Curtice Advani,New Zealand,50% Dark Bites,6/2/2021,"$1,386 ",347,99
1475,Gigi Bohling,Canada,Almond Choco,6/2/2021,"$5,481 ",142,289
1476,Husein Augar,India,Baker's Choco Chips,6/2/2021,"$10,031 ",5,912
1477,Barr Faughny,UK,Baker's Choco Chips,6/2/2021,"$3,493 ",3,437
1478,Husein Augar,Australia,Orange Choco,6/2/2021,"$4,081 ",717,511
1479,Roddy Speechley,Australia,Drinking Coco,6/2/2021,$511 ,88,18
1480,Gunar Cockshoot,USA,Peanut Butter Cubes,6/2/2021,"$6,909 ",382,315
1481,Rafaelita Blaksland,Australia,Organic Choco Syrup,6/2/2021,"$9,814 ",138,317
1482,Camilla Castle,USA,Smooth Sliky Salty,6/2/2021,"$6,454 ",47,497
1483,Roddy Speechley,USA,Fruit & Nut Bars,6/2/2021,"$10,668 ",49,889
1484,Mallorie Waber,Canada,70% Dark Bites,6/2/2021,"$14,868 ",291,1062
1485,Jan Morforth,India,After Nines,6/2/2021,"$3,878 ",50,144
1486,Gunar Cockshoot,New Zealand,Choco Coated Almonds,6/3/2021,"$8,505 ",74,387
1487,Wilone O'Kielt,UK,Choco Coated Almonds,6/3/2021,$126 ,83,9
1488,Gigi Bohling,Australia,Fruit & Nut Bars,6/3/2021,"$10,570 ",82,814
1489,Madelene Upcott,UK,Choco Coated Almonds,6/3/2021,"$1,225 ",159,59
1490,Karlen McCaffrey,New Zealand,99% Dark & Pure,6/3/2021,"$3,199 ",89,160
1491,Wilone O'Kielt,USA,Baker's Choco Chips,6/3/2021,$441 ,9,37
1492,Jehu Rudeforth,India,Organic Choco Syrup,6/3/2021,"$9,009 ",83,392
1493,Van Tuxwell,New Zealand,Manuka Honey Choco,6/3/2021,"$7,595 ",349,238
1494,Wilone O'Kielt,New Zealand,Fruit & Nut Bars,6/3/2021,$378 ,182,30
1495,Ches Bonnell,New Zealand,After Nines,6/3/2021,"$1,344 ",110,56
1496,Jehu Rudeforth,Canada,Milk Bars,6/3/2021,"$5,264 ",594,211
1497,Ches Bonnell,New Zealand,Fruit & Nut Bars,6/3/2021,"$6,748 ",57,450
1498,Oby Sorrel,India,85% Dark Bars,6/3/2021,"$2,128 ",248,97
1499,Oby Sorrel,New Zealand,Choco Coated Almonds,6/3/2021,"$7,987 ",140,470
1500,Gunar Cockshoot,Australia,Peanut Butter Cubes,6/3/2021,"$13,601 ",78,567
1501,Kaine Padly,Australia,Almond Choco,6/3/2021,"$7,154 ",162,398
1502,Dotty Strutley,Canada,After Nines,6/3/2021,"$2,583 ",353,93
1503,Rafaelita Blaksland,Australia,Orange Choco,6/3/2021,$532 ,324,67
1504,Rafaelita Blaksland,Canada,70% Dark Bites,6/4/2021,"$2,548 ",170,182
1505,Dennison Crosswaite,USA,Organic Choco Syrup,6/4/2021,"$1,092 ",394,36
1506,Gunar Cockshoot,USA,70% Dark Bites,6/4/2021,"$4,011 ",351,287
1507,Gigi Bohling,India,Choco Coated Almonds,6/4/2021,"$3,766 ",2,180
1508,Jehu Rudeforth,UK,Fruit & Nut Bars,6/4/2021,"$6,405 ",6,458
1509,Roddy Speechley,India,Mint Chip Choco,6/4/2021,"$4,487 ",201,321
1510,Brien Boise,New Zealand,Milk Bars,6/4/2021,"$5,439 ",244,227
1511,Curtice Advani,Canada,Caramel Stuffed Bars,6/4/2021,"$8,603 ",47,297
1512,Beverie Moffet,Canada,Manuka Honey Choco,6/4/2021,"$6,454 ",25,259
1513,Andria Kimpton,India,After Nines,6/7/2021,"$14,966 ",79,483
1514,Kelci Walkden,UK,Peanut Butter Cubes,6/7/2021,"$2,044 ",188,86
1515,Madelene Upcott,UK,Manuka Honey Choco,6/7/2021,"$11,186 ",2,350
1516,Camilla Castle,India,70% Dark Bites,6/7/2021,"$3,906 ",347,489
1517,Camilla Castle,USA,Baker's Choco Chips,6/7/2021,"$5,705 ",58,519
1518,Oby Sorrel,Canada,Mint Chip Choco,6/7/2021,"$2,674 ",333,149
1519,Kaine Padly,USA,Almond Choco,6/7/2021,"$4,221 ",2,184
1520,Barr Faughny,India,Eclairs,6/8/2021,"$8,988 ",112,450
1521,Kaine Padly,USA,Caramel Stuffed Bars,6/8/2021,"$5,355 ",114,185
